timing,foreaft, lateral,normal
2906,-0.29167,0.16538,0.81201
2907,-0.28341,0.12686,0.80809
2908,-0.28113,0.16935,0.8121
2909,-0.26763,0.1599,0.80806
2910,-0.26342,0.13982,0.81955
2911,-0.27223,0.1459,0.81526
2912,-0.27749,0.14109,0.80667
2913,-0.28452,0.15819,0.81835
2914,-0.28186,0.13862,0.82449
2915,-0.27718,0.16638,0.82423
2916,-0.27977,0.13457,0.82495
2917,-0.3074,0.15173,0.81754
2918,-0.28653,0.13786,0.82698
2919,-0.30051,0.15347,0.80453
2920,-0.26039,0.16774,0.81691
2921,-0.29304,0.154,0.82136
2922,-0.26652,0.13373,0.82675
2923,-0.27554,0.16449,0.82094
2924,-0.29515,0.1784,0.80989
2925,-0.28598,0.14736,0.80915
2926,-0.30038,0.13473,0.82132
2927,-0.2729,0.1638,0.812
2928,-0.28127,0.13782,0.81964
2929,-0.2756,0.13555,0.80822
2930,-0.26697,0.15176,0.79637
2931,-0.30093,0.14481,0.81672
2932,-0.26918,0.17094,0.8257
2933,-0.28187,0.14855,0.79046
2934,-0.29797,0.13469,0.81814
2935,-0.26973,0.14042,0.83426
2936,-0.2918,0.145,0.8171
2937,-0.29502,0.14902,0.83642
2938,-0.28543,0.14995,0.80677
2939,-0.26928,0.1476,0.80673
2940,-0.30674,0.16467,0.8115
2941,-0.29659,0.1736,0.8121
2942,-0.28348,0.1378,0.81167
2943,-0.2599,0.13595,0.81651
2944,-0.27671,0.14809,0.81
2945,-0.2962,0.16192,0.8103
2946,-0.27573,0.18212,0.8033
2947,-0.28671,0.1675,0.80481
2948,-0.30157,0.15621,0.81004
2949,-0.28554,0.15987,0.80693
2950,-0.28109,0.16183,0.81315
2951,-0.26261,0.18118,0.80386
2952,-0.30561,0.17137,0.79378
2953,-0.2665,0.17187,0.8075
2954,-0.28199,0.16191,0.80808
2955,-0.27816,0.15958,0.81351
2956,-0.30849,0.14645,0.80443
2957,-0.28693,0.19231,0.80973
2958,-0.27592,0.1574,0.81885
2959,-0.25801,0.1905,0.81056
2960,-0.29279,0.17277,0.80327
2961,-0.25342,0.19244,0.8064
2962,-0.28651,0.151,0.83397
2963,-0.28313,0.16551,0.8066
2964,-0.30155,0.16936,0.82391
2965,-0.29022,0.17502,0.8238
2966,-0.27664,0.14502,0.80577
2967,-0.29766,0.16139,0.82201
2968,-0.28186,0.16194,0.81427
2969,-0.2765,0.13653,0.79583
2970,-0.27402,0.17273,0.81794
2971,-0.30131,0.16148,0.80596
2972,-0.26228,0.16729,0.82829
2973,-0.30551,0.16073,0.79905
2974,-0.28283,0.17192,0.8144
2975,-0.29285,0.14335,0.8258
2976,-0.27968,0.17394,0.80807
2977,-0.26902,0.14123,0.82923
2978,-0.26872,0.16135,0.8039
2979,-0.28938,0.186,0.80808
2980,-0.27349,0.15255,0.83236
2981,-0.25832,0.17791,0.80931
2982,-0.2929,0.14418,0.82076
2983,-0.24788,0.19177,0.82408
2984,-0.30345,0.17237,0.80786
2985,-0.28635,0.16262,0.81029
2986,-0.29594,0.1509,0.80894
2987,-0.29867,0.15715,0.82292
2988,-0.31082,0.16565,0.80858
2989,-0.28722,0.17144,0.809
2990,-0.28568,0.1319,0.81203
2991,-0.29379,0.12637,0.7966
2992,-0.27318,0.16198,0.81713
2993,-0.29717,0.14522,0.81549
2994,-0.29321,0.12032,0.81305
2995,-0.27179,0.17114,0.81282
2996,-0.30821,0.17937,0.81998
2997,-0.28968,0.19347,0.80996
2998,-0.28325,0.17101,0.82316
2999,-0.27222,0.19269,0.80967
3000,-0.28902,0.16947,0.81725
